review_id,flight_id,route_id,review_date,nps_score,sentiment,review_text,language,source
REV000449,FLT00130,R002,2025-01-09,8,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,TripAdvisor
REV000450,FLT00131,R003,2025-01-09,10,positive,"Surclassement gratuit en Business, expérience inoubliable. Merci ACI !",fr,Web
REV000451,FLT00131,R003,2025-01-09,8,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,Email Survey
REV000452,FLT00131,R003,2025-01-09,9,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,App
REV000453,FLT00131,R003,2025-01-09,10,positive,"Clean aircraft, friendly staff. Will definitely book again.",en,App
REV000454,FLT00131,R003,2025-01-09,8,positive,Excellente compagnie. Les hôtesses étaient attentionnées et le pilote très rassurant.,fr,App
REV000455,FLT00132,R004,2025-01-09,6,neutral,Embarquement un peu long mais le vol s'est bien déroulé ensuite.,fr,Email Survey
REV000456,FLT00132,R004,2025-01-09,8,positive,Premium economy seat was worth every dollar on the long-haul.,en,App
REV000457,FLT00132,R004,2025-01-09,3,negative,"Avion vieillissant, climatisation défaillante, sièges abîmés.",fr,Web
REV000458,FLT00133,R004,2025-01-09,9,positive,"Le nouveau A330 est superbe, sièges confortables même en éco.",fr,Web
REV000459,FLT00133,R004,2025-01-09,9,positive,Surprised by the quality on this regional flight. Pleasant experience overall.,en,App
REV000460,FLT00134,R005,2025-01-09,10,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,Web
REV000461,FLT00135,R005,2025-01-09,10,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,Web
REV000462,FLT00136,R006,2025-01-09,10,positive,"Le nouveau A330 est superbe, sièges confortables même en éco.",fr,Email Survey
REV000463,FLT00136,R006,2025-01-09,9,positive,"Voyage en famille parfaitement géré, attention particulière aux enfants.",fr,TripAdvisor
REV000464,FLT00136,R006,2025-01-09,8,positive,"Smooth flight, great food options. The lounge access in Abidjan was a nice touch.",en,Web
REV000465,FLT00136,R006,2025-01-09,8,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,Web
REV000466,FLT00136,R006,2025-01-09,8,positive,Crew handled a minor turbulence event calmly and professionally. Reassuring.,en,TripAdvisor
REV000467,FLT00136,R006,2025-01-09,9,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,TripAdvisor
REV000468,FLT00137,R006,2025-01-09,10,positive,"Le nouveau A330 est superbe, sièges confortables même en éco.",fr,Web
REV000469,FLT00137,R006,2025-01-09,4,negative,"Cancelled with only 2 hours notice. No rebooking offered, no hotel.",en,Email Survey
REV000470,FLT00137,R006,2025-01-09,10,positive,Crew handled a minor turbulence event calmly and professionally. Reassuring.,en,TripAdvisor
REV000471,FLT00137,R006,2025-01-09,2,negative,Lost my baggage and still waiting for it. Unacceptable service.,en,Web
REV000472,FLT00137,R006,2025-01-09,5,negative,Meal was inedible. Vegetarian option was just a piece of bread.,en,Web
REV000473,FLT00138,R007,2025-01-09,8,positive,The cabin crew was outstanding. Very attentive and professional.,en,App
REV000474,FLT00138,R007,2025-01-09,7,neutral,Départ légèrement en retard mais arrivée à l'heure. Acceptable.,fr,Email Survey
REV000475,FLT00139,R008,2025-01-09,5,neutral,Climatisation un peu froide mais des couvertures étaient disponibles.,fr,Web
REV000476,FLT00139,R008,2025-01-09,5,neutral,Départ légèrement en retard mais arrivée à l'heure. Acceptable.,fr,Web
REV000477,FLT00139,R008,2025-01-09,9,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,TripAdvisor
REV000478,FLT00139,R008,2025-01-09,9,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,Web
REV000479,FLT00139,R008,2025-01-09,6,neutral,"Vol sans surprise, ni bonne ni mauvaise. Je referai si nécessaire.",fr,App
REV000480,FLT00140,R009,2025-01-09,10,positive,Loved the African hospitality on board. Felt welcomed throughout.,en,Web
REV000481,FLT00140,R009,2025-01-09,9,positive,"Smooth flight, great food options. The lounge access in Abidjan was a nice touch.",en,Web
REV000482,FLT00140,R009,2025-01-09,10,positive,The cabin crew was outstanding. Very attentive and professional.,en,Email Survey
REV000483,FLT00140,R009,2025-01-09,6,neutral,Seat was a bit cramped but the crew was friendly. Average experience.,en,App
REV000484,FLT00140,R009,2025-01-09,9,positive,"Repas africain délicieux à bord, vraie touche locale appréciable.",fr,Web
REV000485,FLT00141,R009,2025-01-09,10,positive,Excellente compagnie. Les hôtesses étaient attentionnées et le pilote très rassurant.,fr,Web
REV000486,FLT00142,R010,2025-01-09,4,negative,"Compensation claim filed two months ago, still no response.",en,App
REV000487,FLT00143,R011,2025-01-09,10,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,App
REV000488,FLT00143,R011,2025-01-09,9,positive,"Repas africain délicieux à bord, vraie touche locale appréciable.",fr,Web
REV000489,FLT00143,R011,2025-01-09,5,neutral,Entertainment options limited on this aircraft type. Otherwise acceptable.,en,Web
REV000490,FLT00143,R011,2025-01-09,9,positive,"Surclassement gratuit en Business, expérience inoubliable. Merci ACI !",fr,TripAdvisor
REV000491,FLT00143,R011,2025-01-09,9,positive,Business cabin on the A330 is excellent value compared to competitors.,en,App
REV000492,FLT00144,R012,2025-01-09,8,positive,"Repas africain délicieux à bord, vraie touche locale appréciable.",fr,App
REV000493,FLT00144,R012,2025-01-09,9,positive,"Personnel chaleureux, accueil africain authentique. Je recommande à 100%.",fr,Web
REV000494,FLT00145,R001,2025-01-10,6,neutral,"Vol sans surprise, ni bonne ni mauvaise. Je referai si nécessaire.",fr,App
REV000495,FLT00145,R001,2025-01-10,3,negative,Inflight Wi-Fi did not work despite being charged for it. Recurring issue: systematic morning delays on the Bouaké rotation.,en,TripAdvisor
REV000496,FLT00146,R002,2025-01-10,0,negative,Inflight Wi-Fi did not work despite being charged for it. Recurring issue: uncomfortable ATR seat for this flight length.,en,TripAdvisor
REV000497,FLT00146,R002,2025-01-10,1,negative,"Comparé à Ethiopian ou Air France, le niveau de service n'y est pas.",fr,Email Survey
REV000498,FLT00146,R002,2025-01-10,2,negative,"Siège cassé, repas servi froid, service lent. Billet trop cher pour cette qualité. Problème récurrent : siège inconfortable sur l'ATR pour cette durée de vol.",fr,App
REV000499,FLT00146,R002,2025-01-10,3,negative,Cabin was overheated for the entire flight. No working AC.,en,TripAdvisor
REV000500,FLT00146,R002,2025-01-10,2,negative,"Encore un retard sur cette ligne, ça devient systématique. Problème récurrent : siège inconfortable sur l'ATR pour cette durée de vol.",fr,Web
REV000501,FLT00147,R003,2025-01-10,9,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,Email Survey
REV000502,FLT00147,R003,2025-01-10,9,positive,Premium economy seat was worth every dollar on the long-haul.,en,Email Survey
REV000503,FLT00147,R003,2025-01-10,7,neutral,Boarding took longer than expected but the flight itself was fine.,en,App
REV000504,FLT00147,R003,2025-01-10,8,positive,"Repas africain délicieux à bord, vraie touche locale appréciable.",fr,TripAdvisor
REV000505,FLT00147,R003,2025-01-10,6,neutral,Lounge in CDG was crowded but the flight crew was helpful.,en,App
REV000506,FLT00147,R003,2025-01-10,10,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,TripAdvisor
REV000507,FLT00148,R004,2025-01-10,5,negative,Retard de 2 heures sans explication. Service clientèle décevant.,fr,Email Survey
REV000508,FLT00148,R004,2025-01-10,10,positive,Crew handled a minor turbulence event calmly and professionally. Reassuring.,en,TripAdvisor
REV000509,FLT00148,R004,2025-01-10,10,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,Web
REV000510,FLT00148,R004,2025-01-10,4,negative,"Repas immangeable, je n'ai pas pu finir mon plateau.",fr,App
REV000511,FLT00148,R004,2025-01-10,10,positive,Surprised by the quality on this regional flight. Pleasant experience overall.,en,TripAdvisor
REV000512,FLT00148,R004,2025-01-10,8,neutral,Standard regional service. Aircraft was clean enough.,en,TripAdvisor
REV000513,FLT00149,R004,2025-01-10,10,positive,"Personnel chaleureux, accueil africain authentique. Je recommande à 100%.",fr,App
REV000514,FLT00149,R004,2025-01-10,10,positive,"Surclassement gratuit en Business, expérience inoubliable. Merci ACI !",fr,TripAdvisor
REV000515,FLT00149,R004,2025-01-10,10,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,Web
REV000516,FLT00149,R004,2025-01-10,9,positive,"Great connection between ABJ and CDG, comparable to European carriers.",en,Web
REV000517,FLT00149,R004,2025-01-10,10,positive,"Repas africain délicieux à bord, vraie touche locale appréciable.",fr,TripAdvisor
REV000518,FLT00149,R004,2025-01-10,8,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,App
REV000519,FLT00150,R005,2025-01-10,8,neutral,Standard regional service. Aircraft was clean enough.,en,Web
REV000520,FLT00150,R005,2025-01-10,8,positive,Excellente compagnie. Les hôtesses étaient attentionnées et le pilote très rassurant.,fr,Web
REV000521,FLT00150,R005,2025-01-10,8,positive,Excellente compagnie. Les hôtesses étaient attentionnées et le pilote très rassurant.,fr,Web
REV000522,FLT00150,R005,2025-01-10,6,neutral,Standard regional service. Aircraft was clean enough.,en,Email Survey
REV000523,FLT00150,R005,2025-01-10,6,neutral,"Vol correct, rien d'exceptionnel. Le service est moyen.",fr,App
REV000524,FLT00150,R005,2025-01-10,8,positive,Excellent flight from check-in to landing. Staff were very helpful and friendly.,en,TripAdvisor
REV000525,FLT00151,R005,2025-01-10,10,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,TripAdvisor
REV000526,FLT00152,R006,2025-01-10,8,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,App
REV000527,FLT00152,R006,2025-01-10,9,positive,"Service impeccable, départ à l'heure. Bravo à l'équipage d'Air Côte d'Ivoire.",fr,Email Survey
REV000528,FLT00152,R006,2025-01-10,5,neutral,Boarding took longer than expected but the flight itself was fine.,en,App
REV000529,FLT00152,R006,2025-01-10,8,positive,Surprised by the quality on this regional flight. Pleasant experience overall.,en,Email Survey
REV000530,FLT00152,R006,2025-01-10,10,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,App
REV000531,FLT00153,R006,2025-01-10,2,negative,"Meal was inedible. Vegetarian option was just a piece of bread. Recurring issue: Lagos congestion, schedule slots routinely missed.",en,Web
REV000532,FLT00153,R006,2025-01-10,5,neutral,"Vol correct, rien d'exceptionnel. Le service est moyen.",fr,Email Survey
REV000533,FLT00153,R006,2025-01-10,8,positive,"Voyage en famille parfaitement géré, attention particulière aux enfants.",fr,Email Survey
REV000534,FLT00153,R006,2025-01-10,8,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,TripAdvisor
REV000535,FLT00153,R006,2025-01-10,8,positive,"Personnel chaleureux, accueil africain authentique. Je recommande à 100%.",fr,Email Survey
REV000536,FLT00153,R006,2025-01-10,10,positive,"Repas africain délicieux à bord, vraie touche locale appréciable.",fr,Email Survey
REV000537,FLT00154,R007,2025-01-10,9,positive,"Repas africain délicieux à bord, vraie touche locale appréciable.",fr,TripAdvisor
REV000538,FLT00154,R007,2025-01-10,9,positive,"Great connection between ABJ and CDG, comparable to European carriers.",en,Email Survey
REV000539,FLT00154,R007,2025-01-10,7,neutral,Lounge in CDG was crowded but the flight crew was helpful.,en,TripAdvisor
REV000540,FLT00154,R007,2025-01-10,9,positive,Loved the African hospitality on board. Felt welcomed throughout.,en,TripAdvisor
REV000541,FLT00154,R007,2025-01-10,9,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,TripAdvisor
REV000542,FLT00154,R007,2025-01-10,5,neutral,"Avion propre, équipage poli sans plus. Vol sans incident.",fr,TripAdvisor
REV000543,FLT00155,R008,2025-01-10,2,negative,Cabin was overheated for the entire flight. No working AC. Recurring issue: repeated cancellations on the Ouagadougou route.,en,Email Survey
REV000544,FLT00155,R008,2025-01-10,3,negative,Multiple delays on this route this year. Reliability is a real issue.,en,Email Survey
REV000545,FLT00155,R008,2025-01-10,2,negative,"Encore un retard sur cette ligne, ça devient systématique. Problème récurrent : annulations répétées sur la ligne Ouagadougou.",fr,TripAdvisor
REV000546,FLT00156,R009,2025-01-10,10,positive,"Surclassement gratuit en Business, expérience inoubliable. Merci ACI !",fr,TripAdvisor
REV000547,FLT00157,R009,2025-01-10,9,positive,Excellent flight from check-in to landing. Staff were very helpful and friendly.,en,Web
REV000548,FLT00157,R009,2025-01-10,10,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,Web
REV000549,FLT00157,R009,2025-01-10,8,positive,"Personnel chaleureux, accueil africain authentique. Je recommande à 100%.",fr,Email Survey
REV000550,FLT00157,R009,2025-01-10,10,positive,Business cabin on the A330 is excellent value compared to competitors.,en,Web
REV000551,FLT00158,R010,2025-01-10,10,positive,Excellent flight from check-in to landing. Staff were very helpful and friendly.,en,TripAdvisor
REV000552,FLT00158,R010,2025-01-10,7,neutral,"Le check-in en ligne fonctionne bien, l'embarquement aussi.",fr,App
REV000553,FLT00159,R011,2025-01-10,10,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,Email Survey
REV000554,FLT00159,R011,2025-01-10,10,positive,"Clean aircraft, friendly staff. Will definitely book again.",en,Web
REV000555,FLT00159,R011,2025-01-10,4,negative,Meal was inedible. Vegetarian option was just a piece of bread. Recurring issue: lack of consistent eastward African connections.,en,Email Survey
REV000556,FLT00159,R011,2025-01-10,8,positive,Loved the African hospitality on board. Felt welcomed throughout.,en,App
REV000557,FLT00159,R011,2025-01-10,5,neutral,"Avion propre, équipage poli sans plus. Vol sans incident.",fr,Web
REV000558,FLT00159,R011,2025-01-10,10,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,App
REV000559,FLT00160,R012,2025-01-10,8,neutral,Entertainment options limited on this aircraft type. Otherwise acceptable.,en,Email Survey
REV000560,FLT00160,R012,2025-01-10,2,negative,Lost my baggage and still waiting for it. Unacceptable service.,en,App
REV000561,FLT00160,R012,2025-01-10,8,neutral,"Vol correct, rien d'exceptionnel. Le service est moyen.",fr,App
REV000562,FLT00161,R001,2025-01-11,6,neutral,Seat was a bit cramped but the crew was friendly. Average experience.,en,TripAdvisor
REV000563,FLT00161,R001,2025-01-11,7,neutral,Service standard pour le prix payé. Pas de quoi se plaindre.,fr,TripAdvisor
REV000564,FLT00161,R001,2025-01-11,9,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,Email Survey
REV000565,FLT00161,R001,2025-01-11,6,negative,"Avion vieillissant, climatisation défaillante, sièges abîmés. Problème récurrent : retard systématique le matin sur la rotation ABJ-Bouaké.",fr,TripAdvisor
REV000566,FLT00161,R001,2025-01-11,6,negative,"Personnel à bord peu aimable, on a l'impression de déranger. Problème récurrent : retard systématique le matin sur la rotation ABJ-Bouaké.",fr,Email Survey
REV000567,FLT00161,R001,2025-01-11,5,negative,"Embarquement chaotique, file d'attente interminable au comptoir.",fr,App
REV000568,FLT00162,R002,2025-01-11,5,negative,Mes points fidélité n'ont pas été crédités après ce vol. Service après-vente injoignable. Problème récurrent : siège inconfortable sur l'ATR pour cette durée de vol.,fr,Web
REV000569,FLT00162,R002,2025-01-11,9,positive,"Surclassement gratuit en Business, expérience inoubliable. Merci ACI !",fr,Email Survey
REV000570,FLT00162,R002,2025-01-11,2,negative,"Compensation claim filed two months ago, still no response. Recurring issue: uncomfortable ATR seat for this flight length.",en,TripAdvisor
REV000571,FLT00162,R002,2025-01-11,9,positive,"Repas africain délicieux à bord, vraie touche locale appréciable.",fr,TripAdvisor
REV000572,FLT00163,R003,2025-01-11,6,neutral,The flight was okay. Nothing special but nothing bad either.,en,TripAdvisor
REV000573,FLT00163,R003,2025-01-11,9,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,App
REV000574,FLT00163,R003,2025-01-11,8,neutral,"Vol correct, rien d'exceptionnel. Le service est moyen.",fr,Web
REV000575,FLT00163,R003,2025-01-11,8,neutral,Lounge in CDG was crowded but the flight crew was helpful.,en,Web
REV000576,FLT00163,R003,2025-01-11,9,positive,Booked through the app and everything worked seamlessly.,en,TripAdvisor
REV000577,FLT00164,R004,2025-01-11,5,neutral,Départ légèrement en retard mais arrivée à l'heure. Acceptable.,fr,TripAdvisor
REV000578,FLT00164,R004,2025-01-11,8,positive,The cabin crew was outstanding. Very attentive and professional.,en,App
REV000579,FLT00164,R004,2025-01-11,8,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,TripAdvisor
REV000580,FLT00164,R004,2025-01-11,8,neutral,"Avion propre, équipage poli sans plus. Vol sans incident.",fr,TripAdvisor
REV000581,FLT00164,R004,2025-01-11,9,positive,Excellente compagnie. Les hôtesses étaient attentionnées et le pilote très rassurant.,fr,Web
REV000582,FLT00165,R004,2025-01-11,6,negative,Réclamation pour bagage abîmé ignorée depuis 3 semaines.,fr,Email Survey
REV000583,FLT00165,R004,2025-01-11,8,positive,"Le nouveau A330 est superbe, sièges confortables même en éco.",fr,Web
REV000584,FLT00165,R004,2025-01-11,9,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,Web
REV000585,FLT00165,R004,2025-01-11,6,neutral,Food could be better. Flight was on time though.,en,TripAdvisor
REV000586,FLT00165,R004,2025-01-11,8,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,App
REV000587,FLT00166,R005,2025-01-11,10,positive,"Service impeccable, départ à l'heure. Bravo à l'équipage d'Air Côte d'Ivoire.",fr,TripAdvisor
REV000588,FLT00167,R005,2025-01-11,6,neutral,Départ légèrement en retard mais arrivée à l'heure. Acceptable.,fr,Web
REV000589,FLT00167,R005,2025-01-11,4,negative,Frequent flyer points still not credited after multiple complaints. Recurring issue: baggage frequently mishandled on the Dakar line.,en,Email Survey
REV000590,FLT00167,R005,2025-01-11,8,neutral,Climatisation un peu froide mais des couvertures étaient disponibles.,fr,Web
REV000591,FLT00168,R006,2025-01-11,9,positive,Loved the African hospitality on board. Felt welcomed throughout.,en,Email Survey
REV000592,FLT00168,R006,2025-01-11,10,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,Web
REV000593,FLT00168,R006,2025-01-11,6,neutral,"Le check-in en ligne fonctionne bien, l'embarquement aussi.",fr,TripAdvisor
REV000594,FLT00169,R006,2025-01-11,6,negative,"Personnel à bord peu aimable, on a l'impression de déranger.",fr,TripAdvisor
REV000595,FLT00169,R006,2025-01-11,8,positive,"Embarquement fluide, équipage souriant, vol parfait du début à la fin.",fr,App
REV000596,FLT00169,R006,2025-01-11,6,neutral,Food could be better. Flight was on time though.,en,TripAdvisor
REV000597,FLT00170,R007,2025-01-11,2,negative,Vol annulé et rebooking chaotique. Communication désastreuse. Problème récurrent : turbulences fréquentes et service perturbé.,fr,TripAdvisor
REV000598,FLT00171,R008,2025-01-11,10,positive,On-time departure and smooth landing. Great value for money on this route.,en,Email Survey
REV000599,FLT00171,R008,2025-01-11,9,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,TripAdvisor
REV000600,FLT00171,R008,2025-01-11,7,neutral,"Le check-in en ligne fonctionne bien, l'embarquement aussi.",fr,App
REV000601,FLT00171,R008,2025-01-11,6,neutral,Standard regional service. Aircraft was clean enough.,en,Email Survey
REV000602,FLT00172,R009,2025-01-11,9,positive,"Voyage en famille parfaitement géré, attention particulière aux enfants.",fr,App
REV000603,FLT00172,R009,2025-01-11,9,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,App
REV000604,FLT00172,R009,2025-01-11,4,negative,Cabin was overheated for the entire flight. No working AC. Recurring issue: Paris CDG slot delays affecting connections.,en,Email Survey
REV000605,FLT00172,R009,2025-01-11,10,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,Email Survey
REV000606,FLT00173,R009,2025-01-11,10,positive,Excellente compagnie. Les hôtesses étaient attentionnées et le pilote très rassurant.,fr,Web
REV000607,FLT00173,R009,2025-01-11,9,positive,"Personnel chaleureux, accueil africain authentique. Je recommande à 100%.",fr,App
REV000608,FLT00173,R009,2025-01-11,9,positive,Premium economy seat was worth every dollar on the long-haul.,en,TripAdvisor
REV000609,FLT00173,R009,2025-01-11,4,negative,"Personnel à bord peu aimable, on a l'impression de déranger.",fr,App
REV000610,FLT00174,R010,2025-01-11,5,negative,Multiple delays on this route this year. Reliability is a real issue.,en,Email Survey
REV000611,FLT00174,R010,2025-01-11,6,negative,Mes points fidélité n'ont pas été crédités après ce vol. Service après-vente injoignable.,fr,App
REV000612,FLT00174,R010,2025-01-11,10,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,Email Survey
REV000613,FLT00174,R010,2025-01-11,9,positive,On-time departure and smooth landing. Great value for money on this route.,en,App
REV000614,FLT00174,R010,2025-01-11,7,neutral,Départ légèrement en retard mais arrivée à l'heure. Acceptable.,fr,Web
REV000615,FLT00174,R010,2025-01-11,10,positive,Booked through the app and everything worked seamlessly.,en,App
REV000616,FLT00175,R011,2025-01-11,7,neutral,Food could be better. Flight was on time though.,en,Web
REV000617,FLT00175,R011,2025-01-11,5,negative,Wi-Fi annoncé mais inopérant pendant tout le vol. Décevant.,fr,App
REV000618,FLT00175,R011,2025-01-11,6,neutral,Embarquement un peu long mais le vol s'est bien déroulé ensuite.,fr,App
REV000619,FLT00176,R012,2025-01-11,8,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,TripAdvisor
REV000620,FLT00176,R012,2025-01-11,5,neutral,Embarquement un peu long mais le vol s'est bien déroulé ensuite.,fr,Web
REV000621,FLT00177,R001,2025-01-12,10,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,App
REV000622,FLT00177,R001,2025-01-12,8,positive,"Service impeccable, départ à l'heure. Bravo à l'équipage d'Air Côte d'Ivoire.",fr,Email Survey
REV000623,FLT00177,R001,2025-01-12,10,positive,Premium economy seat was worth every dollar on the long-haul.,en,App
REV000624,FLT00177,R001,2025-01-12,6,neutral,Boarding took longer than expected but the flight itself was fine.,en,TripAdvisor
REV000625,FLT00177,R001,2025-01-12,6,neutral,Embarquement un peu long mais le vol s'est bien déroulé ensuite.,fr,Email Survey
REV000626,FLT00178,R002,2025-01-12,8,positive,Crew handled a minor turbulence event calmly and professionally. Reassuring.,en,Web
REV000627,FLT00178,R002,2025-01-12,9,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,Email Survey
REV000628,FLT00178,R002,2025-01-12,8,positive,The cabin crew was outstanding. Very attentive and professional.,en,Web
REV000629,FLT00178,R002,2025-01-12,8,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,Web
REV000630,FLT00178,R002,2025-01-12,10,positive,"Personnel chaleureux, accueil africain authentique. Je recommande à 100%.",fr,TripAdvisor
REV000631,FLT00178,R002,2025-01-12,6,neutral,The flight was okay. Nothing special but nothing bad either.,en,TripAdvisor
REV000632,FLT00179,R003,2025-01-12,10,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,Web
REV000633,FLT00179,R003,2025-01-12,7,neutral,Decent flight overall. The check-in process was a little slow.,en,Web
REV000634,FLT00180,R004,2025-01-12,7,neutral,Seat was a bit cramped but the crew was friendly. Average experience.,en,Email Survey
REV000635,FLT00180,R004,2025-01-12,8,positive,"Service impeccable, départ à l'heure. Bravo à l'équipage d'Air Côte d'Ivoire.",fr,Email Survey
REV000636,FLT00180,R004,2025-01-12,9,positive,"Surclassement gratuit en Business, expérience inoubliable. Merci ACI !",fr,TripAdvisor
REV000637,FLT00180,R004,2025-01-12,4,negative,Cabin was overheated for the entire flight. No working AC.,en,App
REV000638,FLT00180,R004,2025-01-12,2,negative,Terrible experience at check-in. Long queues and unhelpful staff.,en,TripAdvisor
REV000639,FLT00180,R004,2025-01-12,8,positive,"Très bon vol, siège confortable et repas savoureux. Recommandé sans hésiter.",fr,Web
REV000640,FLT00181,R004,2025-01-12,8,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,TripAdvisor
REV000641,FLT00181,R004,2025-01-12,8,neutral,"Personnel correct, divertissement limité. Acceptable pour la durée.",fr,Email Survey
REV000642,FLT00181,R004,2025-01-12,9,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,TripAdvisor
REV000643,FLT00182,R005,2025-01-12,3,negative,Mes points fidélité n'ont pas été crédités après ce vol. Service après-vente injoignable.,fr,App
REV000644,FLT00182,R005,2025-01-12,8,neutral,Climatisation un peu froide mais des couvertures étaient disponibles.,fr,App
REV000645,FLT00182,R005,2025-01-12,9,positive,"Repas africain délicieux à bord, vraie touche locale appréciable.",fr,Email Survey
REV000646,FLT00183,R005,2025-01-12,1,negative,Frequent flyer points still not credited after multiple complaints. Recurring issue: baggage frequently mishandled on the Dakar line.,en,App
REV000647,FLT00183,R005,2025-01-12,2,negative,Terrible experience at check-in. Long queues and unhelpful staff.,en,TripAdvisor
REV000648,FLT00183,R005,2025-01-12,3,negative,Retard de 2 heures sans explication. Service clientèle décevant.,fr,Email Survey
REV000649,FLT00183,R005,2025-01-12,2,negative,"Cancelled with only 2 hours notice. No rebooking offered, no hotel. Recurring issue: baggage frequently mishandled on the Dakar line.",en,Email Survey
REV000650,FLT00183,R005,2025-01-12,3,negative,Lost my baggage and still waiting for it. Unacceptable service.,en,Email Survey
REV000651,FLT00184,R006,2025-01-12,5,neutral,"Personnel correct, divertissement limité. Acceptable pour la durée.",fr,Email Survey
REV000652,FLT00184,R006,2025-01-12,10,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,Email Survey
REV000653,FLT00184,R006,2025-01-12,8,neutral,Decent flight overall. The check-in process was a little slow.,en,App
REV000654,FLT00184,R006,2025-01-12,8,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,Web
REV000655,FLT00184,R006,2025-01-12,8,neutral,Entertainment options limited on this aircraft type. Otherwise acceptable.,en,App
REV000656,FLT00184,R006,2025-01-12,5,neutral,Repas basique mais consommable. Le siège était convenable.,fr,Email Survey
REV000657,FLT00185,R006,2025-01-12,8,positive,"Repas africain délicieux à bord, vraie touche locale appréciable.",fr,TripAdvisor
REV000658,FLT00185,R006,2025-01-12,6,neutral,Lounge in CDG was crowded but the flight crew was helpful.,en,Email Survey
REV000659,FLT00186,R007,2025-01-12,9,positive,"Vol agréable, divertissement à bord varié. On se sent vraiment bien traité.",fr,Email Survey
REV000660,FLT00187,R008,2025-01-12,10,positive,Le rapport qualité-prix sur cette destination est imbattable. Continuez ainsi.,fr,App
REV000661,FLT00187,R008,2025-01-12,3,negative,Vol annulé et rebooking chaotique. Communication désastreuse. Problème récurrent : annulations répétées sur la ligne Ouagadougou.,fr,App
REV000662,FLT00187,R008,2025-01-12,10,positive,"Vol matinal très ponctuel, idéal pour les voyages d'affaires.",fr,App
REV000663,FLT00187,R008,2025-01-12,8,positive,The cabin crew was outstanding. Very attentive and professional.,en,Web
REV000664,FLT00188,R009,2025-01-12,9,positive,"Vol excellent, équipage très professionnel. Je reviendrai certainement.",fr,TripAdvisor
REV000665,FLT00188,R009,2025-01-12,8,neutral,The flight was okay. Nothing special but nothing bad either.,en,Web
REV000666,FLT00189,R009,2025-01-12,0,negative,"Repas immangeable, je n'ai pas pu finir mon plateau.",fr,TripAdvisor
REV000667,FLT00189,R009,2025-01-12,3,negative,Aucune assistance pour ma correspondance ratée à cause du retard. Problème récurrent : retards liés aux créneaux horaires à Paris CDG.,fr,Web
